annotation_order,review_id,language,review_text
218,853d084a1088810d,English,Worst. This is very bad application it’s showing error always and the interface is very typical it doesn’t allow to login always showing error and for medical report they asking to pay which is worstttt .. Dubai update your system !!
219,e3be4b997c4bf12e,English,It's helped me a lot for signal test
220,624b2aba8a7c3185,English,"Payment portal is not efficient, my amount deducted from my account but here from Application is showing failed attempt."
221,2a7eba8b665d53b9,English,Best app in UAE. I really appreciate.
222,77f5c60226e617ca,Arabic,بعد التحديث الجديد اصبح التطبيق لا يعطي حالة الطلب وبالتالي صار لابد اني اروح على مراكز تسهيل لاتاكد من حالة الطلب
223,421c69f8955b9393,English,"Dark mode. When using dark mode, the words are invisible .. this issue needs more attention…
I wrote this review 7 months ago and no one is listening….
Will just cancel my paid membership"
224,c1643c105d33c656,Arabic,والله رائع جدا،، شكرا حكومة دبي
225,49a46c6c2630b0bc,Arabic,تطبيق ممتاز يعمل دون اتصال بالإنترنت.. فقط عبر الموقع الجغرافي
226,29b90cce3bb8e56c,Arabic,عند التسجيل يظهر الرجاء التواصل مع مدير النظام ولا أستطيع الدخول إلى التطبيق افيدونا
227,0d57f4b7c4987494,Arabic,الصراحه خدمة ممتازة جزاكم الله خيرا .. نعم إنها الامارات اللهم أدم علينا نعمة الامارات 🇦🇪
228,b315a2ad49257946,English,"Finally, after months of waiting, they have updated the app, and now android users can upload documents, and uaepass is working."
229,aac7f7b73c54a4e1,Arabic,التطبيق بعد اخر تحديث لم اعد استطيع الدخول يتم الوقوف عند خطوة التحقق من بصمة الوجة والتطبيق يتجمد ولا يعمل مرة اخري تم حذف التطبيق اكثر من مرة وتحميلة نفس الشيء
230,ff8f82f4b8a417dd,English,After latest update the application is not working i can't access any information
231,0a6338f19259eb79,Arabic,برنامج ممتاز جدا و سهل امور تنقلنه في دبي خصوصا و عموم الامارات. ابداع و تميز مستمر
232,81df156d3d79a543,English,"I'm from the UK and need a medicines permit from MOHAP so I think I need this pass. The scanner is scanning incorrectly, no face verification. I cannot progress. I have spent hours on this and it's driving me crazy!! I have emailed but nothing works. I needed this sorted soon as possible. please help!!!!"
233,5631fd834078f3e2,English,The App immediately closes after displaying logo
234,8452d08ffd3b10c5,Arabic,تم حل المشكله من فتره وجيزه ورجعه المشكلة مرة ثانية !!! عرض البطاقة الألكترونية فيها مشكله
235,2171ec1a1e7b36e1,Arabic,تجربة ممتازة بارك الله بجهودكم دمتم في تطور وتألق
236,9ab48f537094ea9c,English,Thanks for finally adding new roads. It would be good tho to add those white arrows in turns and lane change like in google maps.
237,15550da550ec603d,English,Payment deducted by parking not done. Many times this app taking money from bank and parking not showing then I have to put again what is this
238,94fd0946b17aa53c,English,"Hi there! Recommend app, go for it. Easier and Best service from RAKTA. Thanks-"
239,6983842e45135ed4,English,I try for registration but fro last 2 year is under process i love UAE abudhabi police
240,95222ded48d98163,English,"I have some problem, please help I had previous uae pass, but I went to update it and wanted to do account recovery, but now it's not happening. Please tell me some way?"
241,1b0a13140eb5b135,English,The app is helpful to get plenty of information. Still confused as what does the emblem represent?
242,b248c1b6a9f6bf94,Arabic,تطبيق ممتاز مع تمنياتي بمزيد من التقدم ولكن لماذا تم ازلة مستندات المكفولين
243,ddfae973ad1357d6,Arabic,الدفع. للأسف نظام دفع المالي للمخلفات تعيس وبطيئ خاصةً عند الاعتماد مما تضطر أن تغلق التطبيق عدة مرات
244,7efd773567878c93,English,the best one i have seen soo far
245,e16f9d09b3e591ec,Arabic,عدم استجابة التطبيق. للاسف الشديد بعد التحديثات الأخيرة التطبيق لم يكن على المستوى المأمول ، نأمل تحسن الاداء في التحديثات القادمة
246,9a4ac5b49ee63c4f,Arabic,البرنامج خدماته ممتازه ولكن البرنامج ثقيل جدا ومش بيحمل
247,af26fdc81962618b,English,Very useful app by RTA.. Maps Without internet in uae.. Speed limit notification and all. Excellent work..
248,05edf8d462321fa8,Arabic,شكرا برنامج جميل جدا جزاكم الله خير
249,577c657e5f5f1828,English,Sir I am try open UAE PASS App in my mobile but Application is going to crash... I have submity new document to Etisalat...but UAE PASS is going to crash please check the issue and let me know thank you...
250,321fbf7173118af2,English,Can you please tell here which are devices supportted? I did try your way but I couldn't find the answer to the question. There are a very few questions under FAQ.
251,95b931c3cfc5a6ea,Arabic,شكر وتقدير. شكرا جزيلا على خدماتكم الراقية
252,71111220e61e21d2,English,Google map is there In online so please put it offline
253,b2291ee3beb924e8,Arabic,أحيانا يكون مخطئ في إمارة عجمان والشارقه
254,17e9682aee75f9bf,English,"Constantly being broken. The recent update made the app unusable. AGAIN. I can't see any property of mine, I can't access any request I need. IT team of DLD needs to be replaced - repetitively allowing such an untested app to be released is unacceptable. When it works, it is a good app. But then IT breaks it again."
255,9c7699c580aa13cd,Arabic,ليش تم تغيير الwidget?! كان من أفضل خاصيات التطبيق. الحين يلعوز . ما نقدر ندخل التطبيق اذا ضغطنا على الwidget. وما يبين اوقات الصلاة لليوم كامل (يختفي من يطوف وقت الصلاة). يا ليت يرجع الwidget مثل ما كان قبل التعديل. يعطيكم الف عافية
256,bb32e0143ad8422f,English,"Very convenient the application, and it is easy to use. Very informative too. Thanks to rta app."
257,7ff7b0993c069804,Arabic,التحديث الجديد لا يعمل في دفع الفواتير كل ما أدفع يجيب لي خطأ في النظام
258,5b234de716faf051,Arabic,البرناحج صار له اسبوع يقولك خطأ ولا استطيع تقريب موعدي ..حرام عليكم انا بنتظر شهرين علي ميعاد التراي وده اكبر خطأ وتعطيل لمصالحي الشخصيه وانا متعطل عن العمل من ٦شهور لحين الانتهاء من الليسن..لنا رب اسمه الكريم😰😰😢
259,9f9e813983db829e,English,the app is really bad and needs improving
260,75a8e87f84cbc2ab,Arabic,UAE. التطبيق ما يفتح فيه مشكلة
261,ac9da4172470437e,Arabic,برنامج مميز جدآ وسريع الإنجاز بوركت جهودكم
262,1de58f0909229b95,Arabic,دباس ع عباس برنامج مش مرتب سئ جدا
263,19e4063b863c62ed,Arabic,التطبيق لايعمل بشكل صحيح لا يمكن الدخول للحساب
264,eae76d7e956632a6,Arabic,تطبيق سيء جدا جدا ياريت يتكلمون يعالجون المشاكل التقنية الي تتكرر مع الناس ..البطاقه البروفايل مايطلع واحراج بالمحلات
265,889bfacf2da74fd6,Arabic,شكرا على هذالتطبيق الرائع ، موفقين ان شاء الله
266,a98220997f987cb7,Arabic,ماشاء الله ربنا يبارك في إللى جهز هذا التطبيق برنامج جميل جدا
267,20c6d770e58783f0,English,"Excellent App. It’s an excellent app 
All services at one place & very easy to use 
Please add Virgin Mobile also"
268,691be42d45866866,English,Does not want to install on Samsung galaxy S7
269,17dcff0be2ca902e,English,"App crash. After recent updates, app has been crash always. Not working"
270,ee75d21c9f7ac05b,Arabic,ان كان هناك جائزة لإسواء تطبيق حكومي في دولة الإمارات فحتما هذا التطبيق هو من سيفوز بها وإن كانت هناك جائزة لإسواء خدمات الكترونية في أي مؤسسة بالامارات فحتما ستكون هيئة الامارات للهوية هي من ستفوز بها فهل يعقل ان تقدم طلب ولاتأتيك اي رسالة نصية تثبت انك قدمت طلبا
271,752741eede73679a,Arabic,اسوأ تحديث تم في نظام محاكم دبي هو استحداث رمز التحقق للطلبات الذكية وأدخل الرمز صحيح ومتأكد من صحته ويطلع رساله إن الرمز خاطئ. لذا يرجى إلغاء هذا النظام
272,736d11440d2aee4b,English,This app cant be used except to view the balance or staf lije that And the payments done in the app will not change or refill the balance
273,1284f89fce55af94,English,Many mobile not working. Because nationality not showing in my mobile.then website also not working. Please consider this app
274,f57e95111ddbbeb8,English,All residents of UAE should use this app. Because thanks to it you can access many official apps in UAE.
275,a7deb8d37321a69f,Arabic,سهل بسيط وسريع في إنجاز المعاملات
276,7f1f7abd345f45b0,Arabic,من سجلت للحين وانا احاول استخدم هذا التطبيق ال...
277,6651d657b39ebfc7,English,one of the best app for easy to get all the medical report
278,39490329b8d7d166,English,App isn’t functioning. Can’t become a member. Everytime I click on become a member it just shows an announcement instead without redirecting me to the sign up page
279,9f4e2643744ef318,English,always puts me in trouble by not recognizing my nol it might take hours to do a simple top up
280,b58bd0b99fac76a2,English,"excellent App, very easy to use, quick, direct."
281,75bbbea9bba36e0d,Arabic,حاولت مرات عديدة لتزيل البرنامج ولكن عند مرحلة التثبيت يفشل في عملية التنزيل .. ارجو حل المشكلة
282,e42b39f90bf84531,English,"Reducing 5 star to 2 star. Used to be a great application. But with recent update, we are not able to access the documents like Mulkiya details and DL properly."
283,b5beb56978f003a4,English,I have one problem ...how to backup my saved places ...
284,49495f7976309457,Arabic,التطبيق لا يعمل قمت بتنزيله اكثر من مرة
285,2d4cecdafbe8b3aa,English,Worse App ever seen. The Worse app of UAE. Always technical issue. And losing cash. Some times they make fine while trying again and again for putting parking due to technical error
286,32cf50df3615453f,English,good app but some login problem for permant visa person
287,14bb4d5f8f8270b0,English,Very bad experience for log in
288,574034b551b98d32,Arabic,جيد جدا  مع تمنياتي لكم بنجاح الدائم
289,5010e78f08b7f7c2,Arabic,للاسف بعد التحديث الجديد اصبح البرنامج سئ للغايه .... ياريت يكون في تحديث احسن من كده او احذفه البرنامج خالص علشان وقت الناس اللي بيضيع بدون فايده
290,bb8bf44edd3afd09,English,"it's not reading the cards anymore, what you did guys, it was working just fine"
291,09642a100b024e03,Arabic,البرنامج احيانا لا يعمل بالشكل المطلوب ويتأخر كثيرا
292,a0547af6768b6db1,Arabic,التطبيق لايعمل عم يطلع تم كسر حماية جهازك
293,1f47d1245d425e78,Arabic,سئ جدا رفض التاشيرة بدون توضيح الاسباب وارجاع فقط 30% من المبلغ
294,639c5388aa4303e4,English,I can't log in. It's telling me to try again later indefinitely.
295,ea225c6e7274cfc3,English,"Slow. It cannot accept payments, very slow app"
296,cb8217ae79f1d770,English,very helpful app in dubai I am respect in dubai government 🇦🇪✈️
297,32ffb83e4b5ff6e0,Arabic,برنامج مايفتح لما توصل لأخد صورة الوجه لايشتغل ويكتب تابع وتضغط على تابع مايفتح مافيش خيارات ثانية
298,adc2dc1b8d98a320,English,"Wow it is nice app, everything in one app"
299,9c13fa55ca584ee2,English,"Can't even Sign Up. Cant Even Sign Up , UAE Pass is not working"
300,2940ab28e698ae70,English,not available in Jurf area! ☹️
301,a9659595849b90ac,English,Good afternoon sir Please update the apps same problem with otp can't receive the otp
302,ec7fdf2ef39e2e35,Arabic,تطبيق رائع وسهل وخدمات كثيرة تنجزها من خلاله.
303,b890e5f47df0230f,English,"Never got a better assistance than this app for uae. Search needs to improve to provide various POIs, still it deserves top rating."
304,14b26f298c4cdc55,Arabic,افضل واحسن برنامج تواصل مع مراكز الصحيه في الإمارات سريع ومضمون وفي وقت قياسي
305,bb9ef055b3423a62,Arabic,تطبيق بعد تحديث ما قام يطلع كم تك الاستهلاك الكهرباء والماي كله اقتراحات بس مافي شئ ثاني ما يطلع شئ لا بياناتك ولا كم تم الاستهلاك الكهرباء والماي لا حول ولا قوة الا بالله
306,da2e2d02b0e3f6f8,Arabic,تطبيق ممتاز و ارجو ربطه بالبريد الإلكتروني لتجنب فقدان الاماكن المحفوظة
307,19785c5ae70a5463,Arabic,تطبيق هيئة المرور و المواصلات مرة ممتازة و لكم التوفيق و التقدم
308,a565ae4a8c4d262b,Arabic,كيف أقوم بتسحيل الهوية الرقمية وكيفية استخدامها، لأنني اضغط فتح فلا يُقبل
309,4bd421e24b18b249,Arabic,للأسف النسخة المحدثة سيئة جدا جدا ، يعلق وما يفتح ابدا وبالذات اذا كنت في مكان ومضطر عليها يعلق مشكل مش طبيعي ، اتمنى التعديل
310,ff83e3dff564e482,English,"making our lives easier, thank you"
311,eb524de0898f984d,Arabic,التطبيق علي نفس الهاتف الذي سجلت عليه لايفتح هل هناك مشكلة
312,eb7789a1e228bdc6,Arabic,ممتاز باعلى مستوى شكرا من قام بهذا العمل الكبير
313,25b98c5fe16069af,Arabic,تأخذ الصفحة وقت كثير وأحيانا يحدث خطأ بالنظام أرجو مراجعة العطب
314,caf2d7fd09fa8b40,English,Very user friendly and useful tool
315,b1140ed8b66990ac,English,"Suggestion. I would really like to see an option for active sessions, or the possibility to logout from any active session."
316,4cd536873da96077,English,Very unreliable.. Old app is better
317,320e2119d020d8ce,English,It's so clumsy. UID can be designed in a lot better way.
318,60f4ad5f6ecd264d,English,Easy Transport system and Dubai Bus Service and Metro Rail and other RTA facilities are very nice and Inshallah Smart RTA and Smart My City Dubai.
319,1280a4c07f2d1293,English,"There is option for english language, but it is not getting selected."
320,6a382561d2101a7e,English,I like this app but i feel something missing from realtime experience. See if i made top up using this app. It's not reflecting in nolcard unless i directly go to metro or parking mechine but i am not using both i am a bus rider then its not helpful. I don't know why this ristriction for topup in the digital world? Otherwise I'll give this app for four star.
321,ec401579d8376726,English,Pls bck the old much better than the new one
322,a7415eac7990d082,English,Not flexible  I am  trying  to  create  new user the application  does allow  enough  time  to select a user whenever  I select a user I get that it has  been  used by someone else  when  I try  new one I get that the pin code  expired  and I have to try  from zero . Very annoying  .
323,7167cf4a33f4f79f,English,always there to give right guidance
324,4521fac09480cadf,English,It says that there is an update available which can not be downloaded
325,d09450c347aaa073,English,"Ease of use, with so much available information"
326,e6ff9cb0bb49d2b3,English,"excellent app, user-friendly, at your convenience you do charity.."
327,23ab3499efa682af,English,This is probably one of the best traffic monitoring apps I've seen. It always helps me out in a jam and is 99% accurate...very helpful...
328,30cbe2ae8bde4f9a,English,"Has bug , not working, always crash"
329,785b8986c0fc7b3d,English,Not showing vaccine record done by Ministry of health. Dha will notnissue any invoice.
330,319aeee8cb416389,Arabic,اتمنى وزارة البلديات بالسعوديه تطبقه على المدن
331,909180147393bc66,Arabic,سئ جدا جدا يعلق وبطي جدا تبحث خدمه يضهر لك خده اخر
332,5449241c132902cd,English,This app no good khali balli faltu
333,ba8158e48abc1ad1,Arabic,تجربة رائعة و سلسة و سريعة ربنا يوفقكم
334,2332c8da276a6c4a,English,"Convenient. One stop for all Dubai govt payments. Extremely convenient and user friendly.
Single window to make DEWA, Salik, Etisalat, Traffic fines etc."
335,8d5ec35b31fe919a,English,as mentioned in the app OS requirements should be Android 7 and up but it's Not working with android 8 which force me to buy new mobile phone
336,3ca2173a6cf75bfd,Arabic,اشكر  حكومة دبي على الطرح  المميز بصراحة  ﻻ توجد لدي كلمات  و أعجز  عن التعبير  و إلى  اﻻمام
337,524088778cd577e1,Arabic,ي جماعة مايشتغل عندي مليون مرة احاول اسجل هويتي فيه كل الخطوات تعمل الا عند اخذ بصمة الوجه مايفتح معي ابدا مليون مرة اعيد واحذف التطبيق وارجع اشغله وش اسوي احتاج ادخل بيناتي اتمنا تشوفون لي حل وجزاكم الله خيرا
338,68b6cadb67a50c58,Arabic,لماذا لا يوجد باصات من ناحية الجيمي مول الى البلد ايام الويكيند !! اخر باص يكون ساعه 11 :30 وقبل التحديثات الأخيرة كانت الباصات متوفرة الى ساعه 12:30 ما المقصد من هذا التحديث ولا يوجد فيها فائدة ؟ في بعض ارقام الباصات في مدينة العين اوقاتها ليست محدده . والسواقين يتأخرو حوالي ٥ دقايق واكثر .
339,c2c94cfc575b8da5,Arabic,لم يتم إصدار الوثائق الورقيه عند إنهاء المعامله !
340,b6a4366383a2d995,Arabic,لا يعمل بشكل مقبول، الانتقال داخل البرنامج بدائي ولا يعمل
341,2aac553baa6bcb6f,English,I can't sign in app not working in the stage of face verification. This problem is only in my phone Huawei nova 3e I try another friend phone is working Please solve this problem asap.
342,5753c027ce392497,Arabic,يوجد مشكله بالبرنامج عندما ترسل رقم الهوية وترسل.... يطلب منك رمز التفعيل برقم الهاتف المسجل لدى الهوية والرمز لم يأتي وعند محاولة لأرسال الرمز عدة مرات يطلب من أن لاترسل اﻻ لبعد 24 ساعة ارجو حل هذة المشكلة بأقصى سرعة...شكرا
343,58db076b837f8fad,English,"first of all the timings are not accurate in this app. and the live map is not even working. Sometimes the app is not showing the bus if the bus is still in the stop. The old app was much better than this. Expecting to update the app much better. And suggesting you make separate tabs for Bus, metro and water metro. it will be better to select the trip."
344,16664f59029d3528,Arabic,برنامج فاشل مايخليك تسوي تسجيل دخول
345,5867ffff5efc398c,English,"It's perfect, really easy to use, just during update try to clear the technical issues soon, also enable replacement option tnx In this recent update even pre approval work permit prepaid not going to submit hope will b solved soon"
346,0c3f581d50abd3ae,Arabic,يطلب منا رقم سري شو السبب
347,bf049294f650f12a,English,Easy and simple to use while pn roads
348,c089457ce62febb4,English,im really feel bad i top up from this only waiting time....after that i cl on custmer service they told the cridet once come in ur card when u cheak in chek out..i ask him on apo nt mention im nt seen..its ok if it load in 48 hours he said no after 48 hours u need must cheak in cheak out...the app maker mistake...why they nt mention...so if any one want to make card top dnt use this drect top up from buss stop machine or metro..thx
349,0ea111c77093ef40,English,"Poor updation. After the update, I’m not able to top up my Nol card."
350,ec8f75d6e937903b,Arabic,مافيه ماقدرت احمله من السوق عادالفتح ماادري إذاتحمل بايفتح واللالا
351,2b7152e966c971c7,English,The process and the approval is very quick! Amazing Service
352,376da350151e1b56,Arabic,أسوء خدمه. غيرت اماره حسيت اني غيرت بلد تعامل ديوا الصراحه كان جدا افضل . طلبت خدمة الغاز من أسبوع واتصلت اليوم السبت أكد أنهم جايين وضليت بالبيت كل اليوم ما في احد لا زار البيت ولا اتصل. ولو مكالماتكم مسجله يا ريت الفريق المسؤول يعيد النظر بأخلاق موظفي الكول سنتر، اقله صوتك مش مسموع لان واضح بكلمني من السبيكر يقلي أنتي يلي صوتك مش مسموع أنا صوتي واضح!!! وفضيت النظر وكملت موضوعي يقلي خلص دوامهم تبع الغاز انتظري لبكره!!!!!! على أساس أنا مش أخده موعد؟؟؟؟ شو هالخدمة ؟ وكل كلمه يقلي أنا ما لي دخل أنا كول سنتر شوفي مع فريق الغاز !!!!! ليش أنا من خلال مين أتواصل مع فريق الغاز ؟؟؟؟؟  هيك سيول بيتعاملو مع الناس؟!
353,103bceb2e55affde,English,"i lost 2 aed with bad transaction notification. i lost my e wallet, its not showing in the app."
354,59072ee5c9a9340d,Arabic,برنامج ممتاز وأكثر من رائع ،
355,2299086b718c0421,English,I want to back the old s'hail very easy to search
356,568ffd044839528c,English,I give 4. But please fix: its logging out.
357,2546262fdfc4f3af,Arabic,عمل راقي ومميز. كل الشكر والتقدير لمن ساهم بإنجاز هذا العمل الذي يخدم المجتمع ويساهم في زيادة الوعي لدى أفراد المجتمع
358,ac4a428830fa22f7,English,App consolidates all govt services very well. Etisalat billing connectivity is lost with recent Etisalat upgrade. The team needs to check that.
359,1133fba43b513464,English,Thanks 4 this app I got 40 out of 40 today 26.2.2019💪💪💪
360,23a8aace294700a5,English,Best app for finding volunteering opertunites
361,4c000f6f91221f57,English,The confirmation SMS was not even sent so I can't even use the app at all You guy's need to work on this app a lot 👎👎
362,e678c723036457b3,Arabic,البرنامج لا يستجيب عند تسجيل الهويه
363,7c0281dfce3d6dd8,Arabic,عشرات الاف الافراد الذين حملوا التطبيق يشكون منه ومن تعقيداته أليس هذا يدل على سوء هذا البرنامج وسوء الفنيين المشرفين عليه ... أليست هذه التعليقات تعتبر استفتاء لكم ولمصمم ومنفذ البرنامج . البرنامج يدور بحلقة مفرغة وبالنهاية لا يفتح . علما ظهرت لي ملاحظة ان البرنامج متوافق مع جهازك . لكن لا يفتح .
364,733566287f45c4af,Arabic,الله يبارك في خدمات حكومتنا الذكيه
365,0a70250bed223d45,Arabic,البرنامج روووووعه ما شاء الله و جزاكم الله خير نفعنا بخطوات سهلة و بدون شبكة واي فاي انصح كل واحد يضع البرنامج لمعرفة الاتجاهات و احوال الطرق .
366,c33b582f06d0f465,English,Was really waiting for something like this. Thanks a lot RTA..
367,31e94b7f3f460230,Arabic,كل الأمور ممتازة وسهولة وسرعة بالأنجاز وسرعة بالتجاوب ..
368,a83a8920abd1d331,Arabic,تطبيق سهلا فى الاستخدام والتبرعات.نسال الله ان يتقبل من القائمين على الامر
369,bb2c422a2f2ecec2,Arabic,التطبيق و كذلك الموقع الإلكتروني، عندما اصل لخطوة تحديد كلمة سر او كلمة المرور، يتوقف التسجيل و تكون الرسالة كلمة السر خطأ!
370,e2cccdeadf2b7f23,Arabic,للاسف شئ مزعج ومعقد جدا .الهدف تسهيل الامور وهذا مالا يتحقق .احاول التفاعل مع تواجدي .نظرا لانني احمل اقامة مستثمر وموجود الان ف القاهرة .كل محاولاتي فشلت.
371,405adffe274b95bc,English,This is a good aap for me and very useful.i like it.
372,1f0230a25b4477a6,English,Crash. App not working ant not open from the last update i removed it and installed again still have the same problem
373,a35f6736f61d6432,English,Useless app. Tried to create acct many times but not working.
374,bb49ee8c1920007d,Arabic,كل ما اعطيه رقم الجواز  يقول غير صحيح
375,884af229a71dc957,English,very intuitive and thoughtful design UI.
376,fc22968e45798497,Arabic,واجد حلوة الي مايعرف طريق دبي
377,2ba428510d72e2f9,English,Jihad Kanawati Bagel Factory. Self inspection not working at all and not opening properly..kindly help
378,e9ea63236b17b3b5,Arabic,جدا ممتاز و يغنيك عن قوقل ماب
379,6c83470eaa66a13a,English,"Worst service , for bus mo change with them even they drive for all day, for taxi mo card payment worst government service provider"
380,7d16a8075257c854,English,Fast and better than Esaad app.
381,ef3916d1e13faa98,English,It has failed to accept my user name n I don't want to change my real names. You need to work on that.
382,16a6fc8f8eeaeeeb,English,Thanks RTA for such a nice gift to us. Proud of you RTA
383,db984c9a7a65fe65,Arabic,رائع صديق السائق حضاري راقي تشكر حكومة دبي من العيلة ورفيق الدرب
384,d68391852a7cb400,Arabic,اتمنى دوام الاجتهاد والتقدم لكل العاملين والقائمين على انحاز هذا التطبيق والسهل للمتعامل والمرن .
385,f6c0c5810ec3a817,Arabic,شكر لكما على جهودكم الطيبة 💯🌺🌹. شكرا لكم على جهودكم الطيبة
386,e2cd51e7e29ff4e6,English,your work and technology wonderful.we need like this lovely appliances. Thanks.
387,8188e6ba949c7428,Arabic,🤬. التطبيق لا يعمل باي شكل من الاشكال وحتى الكتابة لا تظهر التسجيل لا يكتمل خمس نجوم على ماذا
388,fc965c8a5a4e2f8a,English,I didn't see like this friendly software
389,756f3f106d2c13ce,Arabic,اسوء تطبيق التعامل معاه صعب جدا القديم اسهل
390,2e6d7a4f848da4d7,English,Very handy and useful at every sense  if u drive in UAE...
391,f04d09d060407fb1,English,"the app only work the first time you install it, after you login and start it for the 2nd time it freezes"
392,d4b5f09a19936277,Arabic,ولكن لاحظت انه كلما كانت السرعه اقل من 80كم اشارة GPS تكون متواصله ولكن اذا زادت السرعه عن 80 يتم فقد الاتصال ب GPS..ايضا يحتاج الى تحديث لبعض المواقع مثل الجسور  .
393,ae2b8ef801e3d666,English,"I would like to publicly thank 3 members of the Dubai Police that went above and beyond to help me when after a car crash the faulty driver game me incorrect contact information and was unable to pursue the insurance claim . Many thanks to : Jalal Alshab, Ahmad Alhammadi and Qais Almaamari for helping me sort this issue and your commitment to help and protect the people of the UAE 🇦🇪."
394,b7076fd6778b1060,Arabic,برنامج معقد جدآ وتأخير الامبرر فتحميل
395,9cdf41519b72bd59,Arabic,بكل جدارة واقتدار اصنف تطبيق (تم) من ضمن 5 نجوم في الخدمات الشمولية - اسال الله لكم التوفيق والسداد
396,c655943838414820,Arabic,التطبيق لا يفتح. التطبيق لا يفتح ، ارجو حل المشكلة هناك خلل فالتطبيق
397,eace3b7a5fdec4d8,Arabic,التطبيق ممتاز ولكن حاولت الدخول اليوم ولم استطع هناك مشكلة في البرنامج حذفت ونزلت من جديد ومازالت المشكلة قائمة من بعد التحديث حلو المشكلة لو سمحتوا بأسرع ما يمكن
398,853df28950d85482,English,One of the worst mob applications.. One star is too much for them.
399,9f8549e6ec6824c5,English,"Hi sir or Mam I started using my personal for him, open it 8 to 10 times. Please fix it right now I need have too much work"
400,62e38ad7ef0448af,Arabic,الاب ممتاز لكن يلزمه تحديث واضافه اماكن اكثر مثال : برواز دبي غير موجود
